track_id,mood_cluster,mood_category,dataset,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
176,Cluster 2,Amiable-good natured,MIREX_mood,0.13750355,0.102757856,0.13064268,-0.08287835,0.15306175,0.10997224,0.20199215,0.045854878,0.16408841,-0.16773097,0.13273688,0.15019386,0.09962928,-0.12813075,-0.08304673,0.047807164,0.05432076,-0.14777829,0.14122216,-0.15118326,-0.0065610684,0.06471,-0.1650052,0.12969434,0.11988946,0.09000078,-0.09153136,-0.09798397,-0.10131932,0.042772476,-0.1380308,-0.029349329,-0.15195218,-0.1438869,-0.0599096,0.107957266,-0.10305458,-0.04986272,-0.1730025,-0.03972401,-0.17605154,0.15980491,-0.1000631,0.099661835,0.009769027,-0.026180204,0.158843,0.1806245,0.14668967,-0.15034136,-0.17636198,-0.20900068,-0.01781204,-0.125624,0.17018093,-0.16699907,0.09150202,-0.120143175,0.15899585,0.11212592,-0.12055504,0.12487847,0.13072804,-0.1028857
177,Cluster 2,Amiable-good natured,MIREX_mood,0.13648148,0.09748933,0.14025038,-0.06814644,0.1715508,0.09058607,0.19308184,0.06338846,0.17382003,-0.16964628,0.11533417,0.16583951,0.09289419,-0.13423051,-0.07280543,0.039539646,0.04870003,-0.16212048,0.15226375,-0.14568466,-0.000784865,0.06170369,-0.17299163,0.120793745,0.11795176,0.08487301,-0.07872489,-0.10235691,-0.089258805,0.040341288,-0.13286409,-0.052673977,-0.15428601,-0.114080496,-0.0713115,0.10939673,-0.0918486,-0.038527112,-0.18169147,-0.022158358,-0.17754291,0.16041857,-0.10405911,0.09488498,0.00881971,-0.014615343,0.1755101,0.1732681,0.13690986,-0.13903722,-0.17392325,-0.2120063,-0.02433551,-0.12918851,0.1618377,-0.18129821,0.0869144,-0.11003404,0.15112735,0.10477343,-0.110059045,0.14629622,0.1380353,-0.12226906
178,Cluster 2,Amiable-good natured,MIREX_mood,0.14029251,0.11287802,0.12795399,-0.087945335,0.14808373,0.102577396,0.21215828,0.049880657,0.15838963,-0.14422648,0.12316985,0.1482099,0.11345088,-0.11236611,-0.07739921,0.055893347,0.07378259,-0.14881043,0.15556753,-0.16938993,-0.023876213,0.07412539,-0.14871432,0.12813018,0.15537913,0.08812418,-0.100371696,-0.08999798,-0.09822636,0.024605561,-0.14621535,-0.027150724,-0.14620435,-0.15765862,-0.0338075,0.10823245,-0.10954114,-0.051951397,-0.18253332,-0.048395958,-0.16013165,0.15648666,-0.091823965,0.10685441,0.012089477,-0.05066259,0.15740407,0.16089594,0.15281484,-0.14546059,-0.168646,-0.21399556,-0.032738984,-0.10507652,0.16353877,-0.14272815,0.100153685,-0.1204085,0.1727205,0.111274734,-0.13530871,0.12890224,0.12365078,-0.10301478
179,Cluster 2,Amiable-good natured,MIREX_mood,0.14079836,0.09811362,0.12282968,-0.07046928,0.18179074,0.09497627,0.19448073,0.06225558,0.17143218,-0.17859063,0.11898222,0.15888758,0.09350944,-0.13041945,-0.07764914,0.038858805,0.04868907,-0.15703608,0.14289807,-0.15042193,0.0025105542,0.070131436,-0.17082606,0.13686106,0.12399198,0.08832096,-0.08636433,-0.10090664,-0.10006315,0.05338923,-0.12817346,-0.031406034,-0.1511625,-0.12890466,-0.065664336,0.11579261,-0.09121477,-0.048206434,-0.17211927,-0.036985546,-0.17902322,0.1559491,-0.10264375,0.10614333,-0.0022745105,-0.021834094,0.17286068,0.16717874,0.13800727,-0.14263937,-0.1869618,-0.19581959,-0.034077693,-0.11735255,0.15738644,-0.17429595,0.087692805,-0.10304787,0.15939109,0.105100304,-0.11269008,0.14412683,0.13667159,-0.117265835
180,Cluster 2,Amiable-good natured,MIREX_mood,0.13826635,0.10416526,0.13615887,-0.07584572,0.18442988,0.09596721,0.19754401,0.060760237,0.17946486,-0.17133765,0.11696541,0.14782807,0.097217515,-0.12909739,-0.0687752,0.041881073,0.04741105,-0.16137499,0.14456339,-0.15298536,-0.010858314,0.06670759,-0.16299802,0.1299018,0.13145658,0.08694724,-0.08491111,-0.10344297,-0.09503872,0.05192304,-0.13617997,-0.03523491,-0.15673018,-0.1266938,-0.06605205,0.10812172,-0.08575884,-0.03903904,-0.17973351,-0.029811222,-0.16980699,0.15928265,-0.09766729,0.09363202,0.0061286283,-0.01188314,0.17076388,0.17057252,0.14510825,-0.1384322,-0.18507382,-0.21501237,-0.036084473,-0.11033137,0.16069803,-0.1677167,0.09040625,-0.10874391,0.16426758,0.10188818,-0.10852347,0.13482487,0.13296719,-0.11143009
181,Cluster 2,Amiable-good natured,MIREX_mood,0.16271639,0.12462541,0.12394989,-0.093612164,0.14841193,0.123062335,0.20787124,0.028646782,0.15693201,-0.14960752,0.13221425,0.14419198,0.12582691,-0.103927754,-0.07889548,0.047114298,0.08277566,-0.1441068,0.15784827,-0.17185545,-0.032481823,0.09505903,-0.13924111,0.13615209,0.1657121,0.094236106,-0.11305144,-0.08062828,-0.094862506,0.0013300286,-0.1584013,-0.02458898,-0.13769065,-0.16605026,-0.050683923,0.132093,-0.11894961,-0.051808555,-0.15832523,-0.033450518,-0.14148255,0.13628267,-0.07526385,0.099581674,0.0027890538,-0.060585633,0.17255624,0.15213071,0.16741882,-0.14878504,-0.139833,-0.19681735,-0.04443603,-0.07726676,0.18487209,-0.14039241,0.09837634,-0.13308193,0.1883202,0.09582522,-0.14561568,0.101244085,0.105337456,-0.08177816
182,Cluster 2,Amiable-good natured,MIREX_mood,0.057476185,0.14752333,0.1556965,-0.12694198,0.28468055,-0.055070076,0.27123937,0.18028498,0.27716234,-0.17942894,0.03785771,0.14852503,0.04376771,-0.23803046,0.008353074,-0.035687793,-0.013038408,-0.2668145,0.008018929,-0.096731044,-0.11794781,0.17511986,-0.1315337,0.20681839,0.13671069,0.033726204,-0.020199422,-0.12555163,-0.02717257,0.024275335,-0.056561362,-0.06670541,-0.12783636,-0.035174403,-0.08698111,-0.0036465153,0.028589245,0.01792734,-0.1660682,0.063533455,-0.120110825,0.14515628,-0.056421194,0.04289748,0.12533942,0.08818132,0.1262461,0.08381262,0.06039941,0.010641208,-0.12515183,-0.09299509,-0.12040492,-0.0019877085,0.08007116,-0.2631337,0.0389209,0.039761394,0.10176663,0.052243248,-0.008827428,0.028948301,0.026903864,-0.20166203
183,Cluster 2,Amiable-good natured,MIREX_mood,0.13977785,0.09709316,0.13362749,-0.06278747,0.15796828,0.08925879,0.20175545,0.058528677,0.17106813,-0.17078798,0.11599067,0.16294947,0.09425898,-0.12987886,-0.07028443,0.051158935,0.04864974,-0.16034189,0.15954562,-0.15801722,0.00095125573,0.06396469,-0.1682729,0.12218354,0.12808837,0.08312351,-0.07347944,-0.10046198,-0.097571805,0.054096844,-0.13439658,-0.037344746,-0.15082751,-0.12491317,-0.06691467,0.116690174,-0.08853235,-0.043509275,-0.17225385,-0.029401558,-0.17991932,0.15966141,-0.09962314,0.0970846,0.007948261,-0.016851934,0.17313024,0.1705425,0.13942127,-0.13033073,-0.17870948,-0.21421605,-0.040473737,-0.120104514,0.16228054,-0.16874158,0.09406779,-0.11084537,0.15858449,0.11306221,-0.11235324,0.14166555,0.14132641,-0.117040455
184,Cluster 2,Amiable-good natured,MIREX_mood,0.14273886,0.10713266,0.11398452,-0.07149766,0.16804607,0.10120151,0.19761324,0.04663286,0.16960075,-0.1710769,0.12846582,0.15480244,0.10857865,-0.113711745,-0.088535495,0.043251824,0.048337825,-0.14999437,0.15991557,-0.15670452,-0.012334645,0.06908521,-0.16920927,0.13078451,0.13683204,0.085137434,-0.09561603,-0.09550503,-0.095823534,0.04597855,-0.13862136,-0.0262506,-0.14258046,-0.12760319,-0.047106255,0.11370877,-0.09676101,-0.05543298,-0.18964776,-0.029927118,-0.1738536,0.15924503,-0.090783164,0.10486826,-0.005091264,-0.02176105,0.17680047,0.15348448,0.14803167,-0.13911264,-0.17717183,-0.2032073,-0.04220843,-0.12228171,0.16134022,-0.16388571,0.09611855,-0.1069597,0.16910094,0.1095395,-0.12433004,0.13007776,0.12794769,-0.107503116
185,Cluster 2,Amiable-good natured,MIREX_mood,0.13661678,0.11111155,0.13579476,-0.07990069,0.15687476,0.10304169,0.20252417,0.04423605,0.18047123,-0.15201844,0.124905586,0.15438634,0.107062526,-0.11240979,-0.07511086,0.040335506,0.059304565,-0.16118209,0.15590066,-0.15690199,-0.015173011,0.08388566,-0.15052855,0.1419218,0.13940741,0.08694617,-0.099158354,-0.10363052,-0.09774374,0.026604189,-0.14494999,-0.043038595,-0.14167963,-0.14330901,-0.06374248,0.11546037,-0.09950161,-0.04475742,-0.17463699,-0.038053803,-0.16874996,0.1462384,-0.08484802,0.09787312,0.005970374,-0.026212174,0.1807782,0.16325079,0.14819191,-0.14892903,-0.17214559,-0.21208039,-0.04034899,-0.10470857,0.16381171,-0.1667967,0.08783755,-0.11131593,0.16077298,0.11006088,-0.119309224,0.1304219,0.12675728,-0.10185792
186,Cluster 2,Amiable-good natured,MIREX_mood,0.14434326,0.10328898,0.13681799,-0.078351155,0.15683907,0.10231401,0.1962262,0.0458837,0.16514604,-0.165174,0.11361394,0.1681299,0.09214575,-0.12599687,-0.073194064,0.041262213,0.06898924,-0.16813362,0.16894569,-0.16717395,-0.017324861,0.07771747,-0.15816428,0.13062029,0.14127475,0.07759445,-0.08705892,-0.10056135,-0.08382434,0.034319367,-0.1400521,-0.03692095,-0.15348156,-0.13082775,-0.05928939,0.12040321,-0.09255578,-0.042804334,-0.17848638,-0.018376857,-0.15787444,0.15357879,-0.093198836,0.097377084,0.013573791,-0.030715384,0.1759783,0.17728457,0.14664856,-0.13833304,-0.16509916,-0.22006454,-0.039821066,-0.110250175,0.16071557,-0.15599866,0.08783308,-0.119858585,0.1686026,0.09205578,-0.11584007,0.13432842,0.12726247,-0.107966565
187,Cluster 2,Amiable-good natured,MIREX_mood,0.14738198,0.10196415,0.12185077,-0.07673115,0.1649744,0.09614641,0.20056678,0.054799207,0.15833586,-0.16567636,0.14274044,0.13242927,0.11579537,-0.10277537,-0.08923226,0.051490467,0.04638733,-0.1437003,0.1627783,-0.16618538,-0.0060461494,0.06124551,-0.17203452,0.119631596,0.13441682,0.09447871,-0.09940982,-0.08638878,-0.10175835,0.042780727,-0.1602478,-0.0268146,-0.12950352,-0.13535675,-0.043964695,0.11501852,-0.104385264,-0.066652514,-0.18012477,-0.03952329,-0.17475988,0.15790707,-0.08900328,0.11060954,-0.00071473443,-0.02187429,0.16307661,0.149601,0.15303779,-0.13881283,-0.167712,-0.21418485,-0.034105748,-0.10973512,0.16958335,-0.15131673,0.104226135,-0.110174716,0.17367154,0.11698467,-0.11368046,0.13553803,0.12577678,-0.12126541
188,Cluster 2,Amiable-good natured,MIREX_mood,0.14032377,0.10334544,0.11977034,-0.064767815,0.16610225,0.09668681,0.20483701,0.06678319,0.16574341,-0.16764213,0.1361036,0.15703098,0.10757349,-0.123407125,-0.08152369,0.037825547,0.047522616,-0.16549917,0.14772294,-0.15673096,-0.006473172,0.07913814,-0.15865579,0.13600893,0.13970736,0.086498894,-0.08994123,-0.0968601,-0.099457435,0.04809801,-0.14662202,-0.035934545,-0.14214817,-0.13163099,-0.063048504,0.11475835,-0.0888432,-0.052928165,-0.16322152,-0.03201387,-0.1715312,0.16213202,-0.085769325,0.10010876,0.004063802,-0.016549787,0.17899604,0.17122687,0.14930327,-0.1347027,-0.1749004,-0.21361496,-0.03508926,-0.10186141,0.1651326,-0.15584593,0.085899815,-0.10690188,0.15374205,0.106388256,-0.12120799,0.1343944,0.14110982,-0.120820284
189,Cluster 2,Amiable-good natured,MIREX_mood,0.08408205,0.011701065,-0.070637874,0.017717708,0.089187354,0.0041869357,0.067635804,0.10274163,0.008380715,-0.23597609,0.10155981,-0.036044788,0.06402582,-0.11552434,-0.18175183,0.17308235,-0.054960165,-0.035521857,0.032959398,-0.07640972,0.098625965,-0.033593364,-0.24323878,-0.0017860526,0.047620237,0.19502097,-0.054349236,0.058388572,-0.1849884,0.17860709,-0.09088408,0.13121751,0.047622323,-0.07493499,0.10052815,0.009556752,0.01060059,-0.16956924,-0.2137096,-0.10788719,-0.2777952,0.24996094,-0.08238509,0.22463934,-0.081154935,0.027986659,0.020655815,0.0032662123,0.08907577,-0.020718936,-0.22015655,-0.07125402,0.030122574,-0.15599455,0.14787991,-0.08437561,0.21641818,-0.015305318,0.10065425,0.20594326,-0.07037084,0.15809745,0.1561268,-0.13433614
190,Cluster 2,Amiable-good natured,MIREX_mood,0.1409918,0.10011057,0.11731868,-0.063846454,0.15343517,0.091633044,0.21416137,0.061958205,0.16575369,-0.17945687,0.13220952,0.15316959,0.11020796,-0.12828396,-0.09226656,0.04712332,0.036418505,-0.14650086,0.13293192,-0.15419638,-0.0061509646,0.07730517,-0.1744271,0.13044554,0.12669185,0.09483386,-0.0842877,-0.093517035,-0.11061072,0.047656056,-0.13737303,-0.025172004,-0.13543119,-0.1292243,-0.05107541,0.10894886,-0.091258585,-0.05303336,-0.17825244,-0.03702811,-0.17527467,0.16698983,-0.09376104,0.108733706,0.00067731674,-0.019090353,0.17865357,0.17065477,0.14733468,-0.14308858,-0.18244188,-0.19514896,-0.023794528,-0.11427688,0.16338758,-0.16921173,0.09417836,-0.10017208,0.15560971,0.12153543,-0.11784378,0.13362232,0.1353608,-0.11478912
191,Cluster 2,Amiable-good natured,MIREX_mood,0.135648,0.10146233,0.1328104,-0.07301228,0.15884987,0.10104192,0.20571937,0.058204394,0.16855806,-0.1644759,0.122550115,0.15836035,0.10689229,-0.117110446,-0.07777391,0.0471897,0.04520442,-0.15657999,0.15426536,-0.15089561,-0.00032744452,0.066529386,-0.16819975,0.12346153,0.1272654,0.08903314,-0.08608101,-0.10021786,-0.09476418,0.04273913,-0.134462,-0.03881214,-0.16121684,-0.12515652,-0.0693197,0.10753207,-0.09855371,-0.043781593,-0.17917697,-0.031626124,-0.17536339,0.15824679,-0.09418993,0.09272499,-0.0040251194,-0.01493581,0.16889668,0.17759481,0.14441773,-0.14683515,-0.17442715,-0.2135052,-0.0270011,-0.12817137,0.16463818,-0.16081648,0.090350956,-0.11431275,0.16496544,0.10858295,-0.12024765,0.13271555,0.1270348,-0.10874654
192,Cluster 2,Amiable-good natured,MIREX_mood,0.13980225,0.1082723,0.14038439,-0.06917283,0.18314269,0.07222204,0.21069133,0.0772295,0.18787782,-0.1697228,0.12385604,0.15869142,0.10072492,-0.13834198,-0.0749307,0.03878182,0.037084322,-0.16891523,0.13944429,-0.15875317,-0.0048836586,0.068765245,-0.1666329,0.1280153,0.14323795,0.073381424,-0.074733295,-0.10365898,-0.09299146,0.051123984,-0.13390358,-0.04850711,-0.14823365,-0.11667458,-0.059846055,0.09874718,-0.079004236,-0.046323944,-0.19122209,-0.010405712,-0.17310587,0.1589058,-0.094964966,0.09264084,0.024604104,-0.008150029,0.18122162,0.15620627,0.13713303,-0.1330272,-0.17688318,-0.20546563,-0.041974977,-0.10300441,0.15174112,-0.18103024,0.0819198,-0.09718,0.14927116,0.10982802,-0.105205186,0.13639598,0.12846132,-0.13153003
193,Cluster 2,Amiable-good natured,MIREX_mood,0.13168105,0.088193,0.13504691,-0.07253252,0.17205593,0.09636478,0.20883968,0.045401234,0.16952945,-0.17385244,0.11952012,0.16112956,0.09471295,-0.12092665,-0.0631963,0.037169058,0.038312685,-0.15948729,0.15395904,-0.15007493,-0.001649205,0.060360763,-0.16946793,0.12803034,0.11407135,0.09609145,-0.08705483,-0.090757295,-0.109295,0.055227082,-0.14933462,-0.039323088,-0.14110625,-0.12997183,-0.053105153,0.115993194,-0.090971604,-0.04986275,-0.1859977,-0.025876226,-0.17356513,0.14726876,-0.09326768,0.09444945,-0.014349685,-0.015191761,0.18207364,0.16432898,0.14356418,-0.1516409,-0.18473856,-0.21836364,-0.024311636,-0.11261853,0.16369386,-0.17548616,0.0921056,-0.10895747,0.14875048,0.103535324,-0.10159042,0.13486834,0.14156094,-0.11262326
194,Cluster 2,Amiable-good natured,MIREX_mood,0.13066569,0.099194646,0.13183606,-0.07834967,0.1817105,0.08990342,0.23415574,0.058599606,0.17856096,-0.1588114,0.1045974,0.1714374,0.09445383,-0.13403074,-0.060827013,0.04554502,0.042453118,-0.17120728,0.1516961,-0.15149964,-0.01346759,0.06519478,-0.16284634,0.13857289,0.13257158,0.08652713,-0.07871194,-0.103002116,-0.098157264,0.04210778,-0.14630046,-0.035201117,-0.14979327,-0.12159082,-0.058364354,0.10172115,-0.07270557,-0.049517468,-0.18443114,-0.026138343,-0.16430606,0.14941147,-0.09537372,0.09388532,0.017754864,0.0055892267,0.1782869,0.16167682,0.14838628,-0.12962483,-0.18292528,-0.2190708,-0.0428402,-0.10721078,0.14834721,-0.18271402,0.08897861,-0.09779836,0.15360971,0.102969766,-0.09886021,0.1315823,0.124753356,-0.121309616
195,Cluster 2,Amiable-good natured,MIREX_mood,0.13275519,0.102146275,0.1467309,-0.0660313,0.17326656,0.09020924,0.19493969,0.0627008,0.17578891,-0.17470215,0.112015,0.16508977,0.093369626,-0.13677043,-0.072259486,0.03688073,0.043132544,-0.15961345,0.13985169,-0.15238048,0.001590124,0.06422341,-0.1765458,0.121920355,0.117227286,0.087648936,-0.07149794,-0.10440479,-0.09503436,0.05507996,-0.1252905,-0.041466296,-0.15190357,-0.11725452,-0.073930435,0.09480136,-0.09276012,-0.036291767,-0.19054678,-0.026976537,-0.1760599,0.16479774,-0.10711916,0.0964566,0.016889209,-0.013712386,0.17730701,0.17033456,0.1363869,-0.14135423,-0.18311627,-0.20600414,-0.02056392,-0.12631744,0.15785962,-0.17633298,0.08729105,-0.10249212,0.15040533,0.10939117,-0.10559005,0.13770309,0.14270209,-0.12373918
196,Cluster 2,Amiable-good natured,MIREX_mood,0.13929741,0.106168516,0.14602372,-0.06375371,0.17041902,0.09809416,0.19579719,0.0662623,0.16925313,-0.16751815,0.11426371,0.15933385,0.089580014,-0.13520129,-0.07164748,0.03489185,0.049829595,-0.16302608,0.13935715,-0.14987664,0.0013302516,0.06646993,-0.16873302,0.12789541,0.12900083,0.09014269,-0.073338255,-0.112231635,-0.09193215,0.045934107,-0.13154857,-0.04197758,-0.15544158,-0.11897444,-0.06937624,0.10647339,-0.0914458,-0.036281805,-0.18363938,-0.020879345,-0.1756695,0.15919492,-0.10164525,0.09349142,0.016811948,-0.02737144,0.18051012,0.17063065,0.1399588,-0.14296077,-0.18254606,-0.21476424,-0.029053291,-0.11993525,0.15305127,-0.17472582,0.081976004,-0.11234223,0.15666257,0.10105906,-0.10642308,0.13584845,0.14142816,-0.11545589
197,Cluster 2,Amiable-good natured,MIREX_mood,0.095243,0.18085884,0.14751524,-0.16982666,0.1951416,-0.03527085,0.31950483,0.12867273,0.25505248,-0.03852277,0.055578247,0.11987505,0.111690655,-0.21473302,-0.050798804,-0.00770816,0.030931277,-0.25947365,-0.00691087,-0.1328367,-0.16805385,0.25691968,-0.046825044,0.19686729,0.21315137,-0.001748693,-0.06266738,-0.087152466,-0.006672321,-0.030935649,-0.10627311,-0.014581231,-0.14484225,-0.10865064,-0.062231652,0.018559782,0.019339997,-0.0051860474,-0.075292334,0.10179546,-0.051097147,0.05900682,0.036584087,0.00855433,0.17492075,0.11140322,0.10262239,0.07047807,0.09718135,0.01245939,0.0112674255,-0.046812516,-0.20619033,0.13837032,0.10595684,-0.21457721,0.014218899,0.042549998,0.14551601,0.016274009,-0.047508642,-0.088479415,-0.065230854,-0.16032276
198,Cluster 2,Amiable-good natured,MIREX_mood,0.046954997,-0.025876023,-0.23778608,0.0019802174,-0.10161896,-0.012455756,-0.15668577,0.00018798882,-0.1702541,-0.0818217,0.11146274,-0.2471566,0.07330267,0.05322938,-0.19164453,0.20213103,-0.047703415,0.12813435,-0.033096313,-0.046132963,0.024111334,-0.019215353,-0.08592263,-0.034099802,-0.020655904,0.20496489,-0.082569934,0.24541156,-0.15418477,0.10917588,-0.0700903,0.20229626,0.2714824,-0.05212593,0.23263918,0.024338244,0.030285152,-0.22324865,-0.054181155,-0.15000665,-0.11248322,0.08861644,0.05103307,0.19344236,-0.12862086,-0.038588908,-0.22500364,-0.16920306,0.035018705,0.04326915,-0.08636908,0.18359536,0.011408761,0.00013889108,0.07582122,0.07702878,0.18252459,0.006707807,0.009783244,0.1752851,-0.035211287,-0.037301864,0.0037221957,0.009498886
199,Cluster 2,Amiable-good natured,MIREX_mood,0.12759379,0.09132957,0.13001657,-0.06037832,0.1871066,0.083707266,0.20100562,0.07315755,0.17076558,-0.18711664,0.106632225,0.16871607,0.09346615,-0.12766665,-0.06989015,0.034250904,0.043469884,-0.16259374,0.15700135,-0.14908986,0.006039392,0.06254155,-0.18432423,0.12277444,0.103763714,0.082554325,-0.081217356,-0.109436944,-0.0957696,0.06617131,-0.12592785,-0.033119746,-0.15114504,-0.11138979,-0.073214136,0.09166409,-0.09086688,-0.055862326,-0.19524099,-0.0223836,-0.18333903,0.16508642,-0.100392,0.10243217,0.0016433778,0.0075953566,0.16740379,0.16747865,0.13230011,-0.1269599,-0.18361017,-0.19741361,-0.025383372,-0.13332945,0.15152133,-0.17224719,0.08842393,-0.09560701,0.15317006,0.10944925,-0.10892478,0.14391057,0.13530098,-0.14098026
200,Cluster 2,Amiable-good natured,MIREX_mood,0.14701967,0.10591145,0.1358329,-0.054006856,0.17658618,0.07173687,0.20365083,0.07961785,0.16176564,-0.18570918,0.12073731,0.15967053,0.10544587,-0.142268,-0.093433514,0.07844551,0.04170499,-0.16612287,0.12637995,-0.13438383,-0.023059482,0.078656584,-0.17840509,0.12509798,0.135311,0.088577375,-0.09897996,-0.09004229,-0.11035041,0.06425263,-0.13880879,-0.0115166055,-0.12298767,-0.12181194,-0.045341883,0.107486375,-0.07657486,-0.052159984,-0.18292482,-0.043558843,-0.18544407,0.17303643,-0.08748957,0.09864413,0.018892027,-0.01404662,0.16423583,0.1301303,0.14623943,-0.11661999,-0.17411755,-0.20856342,-0.055981953,-0.10482547,0.16051836,-0.17675242,0.100083716,-0.10660385,0.16705525,0.10712646,-0.10812769,0.13035055,0.14364295,-0.11684297
201,Cluster 2,Amiable-good natured,MIREX_mood,0.13594413,0.102995425,0.13236004,-0.0796298,0.17121315,0.09525059,0.18899255,0.054392878,0.164045,-0.17307897,0.11416718,0.15654632,0.10164355,-0.13736506,-0.07759729,0.043936033,0.050475482,-0.15666212,0.14909548,-0.16002597,-0.0057136454,0.057970364,-0.17526758,0.11635456,0.12955974,0.08541624,-0.08878973,-0.098926246,-0.09684855,0.05228406,-0.13106552,-0.028631492,-0.15181749,-0.13351242,-0.049483914,0.10478759,-0.08993734,-0.052066397,-0.19379629,-0.03258261,-0.17348628,0.16309991,-0.09733011,0.105441436,0.013010011,0.0021232627,0.1630282,0.16137703,0.14614376,-0.13155754,-0.18580014,-0.20453602,-0.03000792,-0.12163977,0.1571058,-0.1722739,0.09734864,-0.100713864,0.17413989,0.10609605,-0.109786674,0.14085576,0.12990253,-0.123008266
202,Cluster 2,Amiable-good natured,MIREX_mood,0.1289243,0.098759316,0.12794489,-0.060235262,0.16250587,0.08860455,0.1967338,0.06916331,0.17426386,-0.17240125,0.12269893,0.1574043,0.095851794,-0.12500843,-0.08034293,0.046319626,0.043232195,-0.16587377,0.14515455,-0.14456485,0.009110674,0.06704804,-0.1744751,0.12644234,0.12514006,0.08432737,-0.078944325,-0.09788674,-0.10140798,0.055214275,-0.12643777,-0.042132095,-0.15224658,-0.11466469,-0.057510547,0.09669163,-0.085838586,-0.055525377,-0.18899395,-0.032648172,-0.18058841,0.16961737,-0.093187585,0.101660885,0.00051506754,-0.00936211,0.1820895,0.16761672,0.13444674,-0.13741648,-0.18694168,-0.2157784,-0.022108404,-0.12324079,0.14906798,-0.16960739,0.09024829,-0.10072461,0.15035957,0.12087006,-0.11967659,0.14975816,0.13795544,-0.12697823
203,Cluster 2,Amiable-good natured,MIREX_mood,0.15273595,0.11357655,0.13533564,-0.077372506,0.14524353,0.11632071,0.2012537,0.039484624,0.1627053,-0.1495379,0.13571608,0.15521395,0.108019486,-0.11170085,-0.08305104,0.046698444,0.06934535,-0.15190865,0.16014509,-0.15047279,-0.023397204,0.07636906,-0.15354183,0.14128543,0.14306799,0.091599286,-0.105116926,-0.095824316,-0.0936347,0.011611914,-0.14196666,-0.03511105,-0.1383935,-0.14707845,-0.06939125,0.11614183,-0.11462655,-0.047045283,-0.16728179,-0.034003645,-0.16381723,0.14182083,-0.07773324,0.094701536,0.009875294,-0.059255764,0.18747465,0.16078109,0.15489195,-0.15019363,-0.16369717,-0.21860114,-0.037926976,-0.10105697,0.1745511,-0.15203613,0.085460514,-0.121915154,0.1716629,0.10043099,-0.13350767,0.11198855,0.12894067,-0.086697
204,Cluster 2,Amiable-good natured,MIREX_mood,0.13342448,0.100203365,0.14861666,-0.06542105,0.16931225,0.08932499,0.19425891,0.0652819,0.18937491,-0.17434715,0.11359303,0.16078347,0.097123116,-0.13034266,-0.06474074,0.032101084,0.045206014,-0.16075645,0.14688088,-0.14992945,0.0022313897,0.06325246,-0.17205262,0.12017622,0.1292155,0.07849561,-0.07611586,-0.114338696,-0.09040588,0.047675304,-0.13135256,-0.04903567,-0.1539862,-0.12154997,-0.073807776,0.09973853,-0.08914772,-0.04125869,-0.18503125,-0.016741324,-0.17084628,0.16057073,-0.099579714,0.092968225,0.02014064,-0.0049976613,0.19140139,0.16541551,0.13730887,-0.13412568,-0.18170372,-0.21344459,-0.026856745,-0.1202158,0.1487616,-0.18007553,0.07928648,-0.10603013,0.15010099,0.104699306,-0.102861896,0.15145068,0.13304068,-0.12359712
205,Cluster 2,Amiable-good natured,MIREX_mood,0.12957583,0.098282605,0.13578844,-0.06807984,0.17918876,0.097818725,0.19036266,0.061840072,0.17422564,-0.16953143,0.111784935,0.15757026,0.09445023,-0.12294178,-0.07650448,0.0395565,0.05176523,-0.16183844,0.15427838,-0.15211819,-0.006609332,0.061907593,-0.1675431,0.12820284,0.12555619,0.088316865,-0.08137095,-0.10456004,-0.09271412,0.049681548,-0.13526548,-0.043294672,-0.1517196,-0.1332973,-0.06257545,0.109255776,-0.09995963,-0.05288291,-0.17179741,-0.035329994,-0.17428617,0.16296619,-0.10069111,0.102767706,0.013714218,-0.020845098,0.17457902,0.16611816,0.14278457,-0.13683407,-0.18041742,-0.20175286,-0.029978978,-0.11819245,0.16751195,-0.17238596,0.09068604,-0.10649064,0.15710802,0.11447046,-0.111760035,0.13929138,0.13717541,-0.121344686
