track_id,mood_cluster,mood_category,dataset,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
239,Cluster 2,Fun,MIREX_mood,0.12279394,-0.16911136,-0.14026335,0.12491587,-0.15454333,-0.24654575,0.121985815,0.15200225,-0.20366544,0.14060682,-0.099613935,0.10619031,0.15402572,0.12322227,-0.25636455,-0.13497518,-0.25233313,-0.16033345,-0.063772716,-0.12503734,0.24588367,0.20811194,-0.18125612,-0.21158905,-0.09406121,-0.17677286,-0.17820546,-0.19084512,-0.12930432,-0.18906027,-0.2299098,-0.29836804
240,Cluster 2,Fun,MIREX_mood,0.12112122,-0.1467724,-0.13714188,0.14227952,-0.15874967,-0.2517197,0.121140786,0.16110991,-0.19070174,0.13231784,-0.10378388,0.10796966,0.16357663,0.11417485,-0.2523495,-0.12388143,-0.25013423,-0.15373378,-0.09006222,-0.11600991,0.23034225,0.22622514,-0.16851057,-0.21715823,-0.084609404,-0.15368877,-0.13846867,-0.21887124,-0.13226826,-0.20511937,-0.24867557,-0.3059273
241,Cluster 2,Fun,MIREX_mood,0.15331455,-0.18227834,-0.13427638,0.14145383,-0.1554376,-0.2292373,0.12754138,0.13233706,-0.20418559,0.13184793,-0.10520475,0.111002654,0.14578936,0.12682924,-0.2524476,-0.14076307,-0.24838313,-0.16126625,-0.060261503,-0.13798662,0.2403065,0.19058277,-0.18848515,-0.21978047,-0.09765325,-0.19355924,-0.14004576,-0.19107594,-0.12903675,-0.18893552,-0.22354068,-0.31253234
242,Cluster 2,Fun,MIREX_mood,0.13403803,-0.16976729,-0.12563664,0.1450166,-0.14905974,-0.25687987,0.12109646,0.15376054,-0.19943018,0.11605457,-0.08781874,0.09999473,0.1436388,0.12809642,-0.2629427,-0.1298739,-0.2405944,-0.16645919,-0.06958046,-0.11548036,0.23901597,0.21242501,-0.17998877,-0.19973947,-0.07028856,-0.19131966,-0.1687149,-0.20043084,-0.11423894,-0.19154713,-0.2387389,-0.31725767
243,Cluster 2,Fun,MIREX_mood,0.14664997,-0.17229326,-0.12762651,0.13169624,-0.16911775,-0.24873702,0.13083021,0.13565844,-0.208609,0.116525374,-0.09689995,0.09849942,0.16032435,0.13747756,-0.261859,-0.14545418,-0.25560006,-0.15095328,-0.043018248,-0.12058141,0.23961394,0.18083285,-0.19397926,-0.20937298,-0.09015271,-0.18480039,-0.16711244,-0.19869351,-0.1250359,-0.18600583,-0.23014177,-0.29949328
244,Cluster 2,Fun,MIREX_mood,0.13758005,-0.16956827,-0.13785426,0.17456143,-0.13371949,-0.24689333,0.11517053,0.14224195,-0.19370838,0.13920183,-0.09569152,0.08627532,0.13665138,0.12904555,-0.2592768,-0.13914625,-0.24563253,-0.16194116,-0.0745153,-0.13595766,0.23849793,0.21935558,-0.18006632,-0.21209438,-0.10418345,-0.17779925,-0.14970402,-0.20106125,-0.1250639,-0.17550005,-0.23081128,-0.31156647
245,Cluster 2,Fun,MIREX_mood,0.14973718,-0.1922651,-0.16013835,0.2229617,-0.041501094,0.15821789,0.2052091,-0.18790169,-0.22556862,0.18160267,-0.15453641,-0.20178427,-0.22204344,-0.20598504,0.10273203,-0.021216037,0.111435205,-0.22511211,0.18946868,-0.1944994,0.23964852,-0.17672098,-0.15180756,0.19195639,-0.15912113,-0.2078487,-0.02065552,0.18025842,-0.20031312,0.16198747,0.19001961,-0.14352062
246,Cluster 2,Fun,MIREX_mood,0.14183635,-0.16651931,-0.13676007,0.12874748,-0.16881467,-0.23524827,0.12595363,0.14664873,-0.20846568,0.13680886,-0.10901841,0.09525693,0.15386206,0.124408476,-0.25807887,-0.12998173,-0.24351646,-0.16663988,-0.06413996,-0.12727445,0.24221502,0.2051939,-0.18837562,-0.20864564,-0.09314443,-0.18641208,-0.15908718,-0.18565562,-0.1369402,-0.18361576,-0.23582764,-0.3023621
247,Cluster 2,Fun,MIREX_mood,0.11841989,-0.16210078,-0.14962043,0.1489662,-0.14083906,-0.22362137,0.13405536,0.15903541,-0.20256713,0.15358509,-0.0944367,0.07711106,0.14204867,0.10237165,-0.24040428,-0.12935401,-0.22942875,-0.1693417,-0.0633859,-0.14361459,0.2719748,0.22399463,-0.1611671,-0.2203466,-0.095319964,-0.1832327,-0.14989899,-0.21364395,-0.13316028,-0.19625024,-0.23787107,-0.2985238
248,Cluster 2,Fun,MIREX_mood,0.15943411,-0.19480312,-0.15123461,0.13123794,-0.17931455,-0.22321936,0.13928783,0.11678252,-0.22726496,0.132278,-0.12494213,0.084446274,0.15375127,0.11811959,-0.24851021,-0.13238996,-0.24275689,-0.16127332,-0.023791319,-0.1346536,0.2551491,0.14744286,-0.20680743,-0.19718748,-0.11463807,-0.20618936,-0.14971381,-0.17502579,-0.14669241,-0.16498753,-0.20337257,-0.31908977
249,Cluster 2,Fun,MIREX_mood,0.14364883,-0.17977783,-0.13356589,0.17194164,-0.15260574,-0.24867621,0.117256686,0.1306484,-0.2124639,0.12856837,-0.10335194,0.066724725,0.117458366,0.12441689,-0.23918451,-0.13134646,-0.23374254,-0.17548975,-0.056119926,-0.118731394,0.26930058,0.20780711,-0.19132257,-0.17240372,-0.0936462,-0.18735535,-0.17876327,-0.193426,-0.13358682,-0.17483859,-0.23164614,-0.32113016
250,Cluster 2,Fun,MIREX_mood,0.13475126,-0.16963926,-0.13910884,0.12575275,-0.15621805,-0.24883842,0.122914135,0.1505989,-0.21471518,0.1299386,-0.098031275,0.094824515,0.14986764,0.12964672,-0.25596637,-0.13801116,-0.2458131,-0.16091841,-0.06367761,-0.13145453,0.2470755,0.19120014,-0.17664345,-0.21503517,-0.09180104,-0.1937803,-0.15442772,-0.18981044,-0.12582254,-0.19150653,-0.23131314,-0.3062636
251,Cluster 2,Fun,MIREX_mood,0.11979936,-0.12354468,-0.07083825,0.2632893,0.0195279,0.14835905,0.12969711,-0.17778793,-0.14979021,0.13234742,-0.073120244,-0.32429814,-0.30460817,-0.1858182,0.15869227,0.010654578,0.19560452,-0.2278128,0.18407255,-0.120726384,0.19861254,-0.15096684,-0.11454775,0.31046164,-0.18879314,-0.14698668,-0.06462882,0.22507323,-0.07197471,0.22907335,0.1906084,-0.075574495
252,Cluster 2,Fun,MIREX_mood,0.15563096,-0.19545585,-0.16569038,0.14422737,-0.17209506,-0.20476851,0.15420923,0.13119556,-0.2224316,0.1657413,-0.11733593,0.0701399,0.14309171,0.09045839,-0.23911773,-0.1222995,-0.22490676,-0.1721127,-0.053593114,-0.15422986,0.25917998,0.18219593,-0.19324592,-0.1743724,-0.117672384,-0.1968956,-0.15011801,-0.18073818,-0.17002742,-0.15680261,-0.21055998,-0.31579006
253,Cluster 2,Fun,MIREX_mood,0.13575038,-0.17796168,-0.14924423,0.11686685,-0.15436122,-0.24597359,0.13963312,0.13836706,-0.21231174,0.12148954,-0.09600191,0.09154313,0.14170429,0.13467413,-0.24520004,-0.13376705,-0.24767977,-0.16103528,-0.049758073,-0.14695631,0.2580543,0.18531924,-0.17506632,-0.20852299,-0.078715146,-0.17575063,-0.16480534,-0.19668345,-0.13399835,-0.18376128,-0.23737288,-0.31609502
254,Cluster 2,Fun,MIREX_mood,0.06951647,-0.10496778,-0.3341684,0.122333765,-0.1461879,0.107716486,0.32043046,0.065218486,-0.24088427,0.3500824,-0.26926103,-0.012300676,-0.025811775,-0.23193592,0.039868236,0.053432636,0.103041284,-0.12978014,-0.023385314,-0.30197182,0.28191718,0.06519143,-0.14176689,-0.030270651,-0.098362885,-0.15678039,0.04064802,-0.039148472,-0.33385634,-0.04187051,-0.07346781,-0.1596403
255,Cluster 2,Fun,MIREX_mood,0.13118078,-0.17636853,-0.12623201,0.13814618,-0.14321333,-0.26401657,0.12221824,0.1517426,-0.19638719,0.122631624,-0.07941038,0.087780446,0.13676873,0.123123646,-0.25983325,-0.13193284,-0.23351574,-0.16928336,-0.061686914,-0.1225199,0.25611648,0.22335371,-0.17635609,-0.21228096,-0.07509922,-0.17328434,-0.17292497,-0.20551674,-0.111782156,-0.1858826,-0.23672727,-0.31231624
256,Cluster 2,Fun,MIREX_mood,0.13602167,-0.17520365,-0.14218923,0.13885444,-0.16474584,-0.23979503,0.124851674,0.15432549,-0.20573536,0.12980029,-0.107499816,0.11176159,0.1577065,0.12865454,-0.25500318,-0.119279616,-0.25045347,-0.16172816,-0.06620824,-0.11827936,0.24378948,0.1938454,-0.189491,-0.20179123,-0.09426282,-0.1926063,-0.14646494,-0.19807233,-0.13290584,-0.18298042,-0.22856094,-0.3039919
257,Cluster 2,Fun,MIREX_mood,-0.10997447,0.09401898,-0.28217584,-0.09641963,-0.1614976,0.12287038,0.23733658,0.21767348,-0.012379523,0.28424022,-0.270387,0.19530891,0.1537645,-0.16804424,0.032076012,0.0893716,0.08036118,0.062145613,-0.19927369,-0.2336387,0.08208952,0.17233478,0.07112337,-0.17939171,0.13268091,0.03691372,0.20916867,-0.23411892,-0.28935605,-0.25117233,-0.20193136,-0.09350094
258,Cluster 2,Fun,MIREX_mood,0.1284487,-0.1733287,-0.14116961,0.1355269,-0.1449177,-0.24624166,0.12491767,0.15744497,-0.19899844,0.14545313,-0.081085145,0.09979958,0.1492947,0.12177355,-0.2573193,-0.12564346,-0.24536747,-0.1583838,-0.081642605,-0.1130858,0.25355121,0.21448654,-0.16578995,-0.21228768,-0.07120792,-0.16971001,-0.16897167,-0.20792261,-0.117359065,-0.19006005,-0.23857157,-0.31091145
259,Cluster 2,Fun,MIREX_mood,0.13993588,-0.17093226,-0.13827635,0.14440487,-0.15705296,-0.2388725,0.12382574,0.14822945,-0.20431587,0.13137524,-0.10232189,0.09787519,0.14058514,0.119809695,-0.25752914,-0.12592107,-0.24581581,-0.16305286,-0.07048663,-0.13096975,0.2511807,0.19767646,-0.18250388,-0.20485207,-0.09635246,-0.1869522,-0.15557426,-0.19992077,-0.13829027,-0.18348563,-0.23362009,-0.30740517
260,Cluster 2,Fun,MIREX_mood,-0.061193824,0.046252668,-0.35642874,-0.057365492,-0.11293921,0.21000876,0.25772148,0.097388506,-0.13013566,0.34885857,-0.3362414,0.09907513,0.1149291,-0.22554995,0.059011616,0.11340493,0.08270597,0.029914295,-0.095299184,-0.2654574,0.15100105,0.1512843,0.012312049,-0.12111006,0.008220509,-0.086688384,0.1971127,-0.15484653,-0.3637659,-0.17170517,-0.064134866,-0.070402496
261,Cluster 2,Fun,MIREX_mood,0.1307058,-0.15991554,-0.16232249,0.13753565,-0.16456835,-0.23603411,0.14149882,0.15997328,-0.19398248,0.15096739,-0.11747711,0.089475684,0.16664489,0.101233736,-0.24945134,-0.121838436,-0.2385276,-0.15361111,-0.07229125,-0.13308045,0.25056016,0.21946633,-0.17228907,-0.21239042,-0.082892396,-0.18604027,-0.14931759,-0.2008654,-0.14468305,-0.18421862,-0.22861718,-0.2931317
262,Cluster 2,Fun,MIREX_mood,-0.014000901,-0.012549418,-0.26513687,-0.07901381,-0.18743922,0.04459106,0.23499715,0.16609728,-0.13643469,0.26583043,-0.23999645,0.24262576,0.25002122,-0.089466475,-0.092318065,-0.0052974285,-0.07308756,0.022827275,-0.12017981,-0.21157509,0.14160866,0.19967583,-0.028015325,-0.29958862,0.033892203,-0.06709557,0.11415729,-0.23446928,-0.32538667,-0.2507563,-0.21754883,-0.114402704
263,Cluster 2,Fun,MIREX_mood,0.13984333,-0.1644965,-0.1320903,0.14141181,-0.17963728,-0.24437547,0.15247363,0.14004461,-0.20027077,0.14257681,-0.10668532,0.09971168,0.13683474,0.11877738,-0.25803518,-0.14383143,-0.23408237,-0.16291568,-0.05569808,-0.14193085,0.2418306,0.19200689,-0.17638111,-0.18497601,-0.093747795,-0.19280377,-0.13661726,-0.20595028,-0.122845635,-0.18100931,-0.25961888,-0.30277205
264,Cluster 2,Fun,MIREX_mood,0.12407042,-0.16178632,-0.14501995,0.12907225,-0.15925029,-0.2326207,0.12337392,0.16106479,-0.19830312,0.12505119,-0.10511425,0.10329628,0.16335163,0.12881401,-0.2653504,-0.12808487,-0.24143662,-0.15975688,-0.08158759,-0.13244389,0.24149953,0.22348118,-0.16799988,-0.2227069,-0.07187949,-0.18456759,-0.14590904,-0.20497432,-0.1257753,-0.19834483,-0.23749182,-0.29177478
265,Cluster 2,Fun,MIREX_mood,0.12259943,-0.16745,-0.13981876,0.12617889,-0.14942403,-0.24473165,0.12104238,0.14760157,-0.19324729,0.09620795,-0.09631814,0.09748178,0.163016,0.13537927,-0.24887568,-0.124590635,-0.25492328,-0.15263973,-0.07656755,-0.14462596,0.23961332,0.20037453,-0.17488474,-0.24542487,-0.073371075,-0.16785026,-0.15650648,-0.20394042,-0.11988039,-0.20071286,-0.23306817,-0.32091978
266,Cluster 2,Fun,MIREX_mood,0.15583217,-0.18777852,-0.20522618,0.17257397,-0.096109256,0.1604831,0.20801125,-0.122877605,-0.23256594,0.26977688,-0.21658684,-0.14897376,-0.15187466,-0.2238769,0.09521771,-0.022243727,0.12928246,-0.20951627,0.16730903,-0.21777432,0.2491873,-0.12609428,-0.16758193,0.1550944,-0.21379688,-0.19550504,0.02222065,0.14699665,-0.24330354,0.0872902,0.17076658,-0.16824874
267,Cluster 2,Rollicking,MIREX_mood,0.050890494,-0.08137001,-0.20424822,0.118957385,-0.04230481,0.2824193,0.22871077,-0.12187095,-0.13724388,0.2408014,-0.18697582,-0.17370299,-0.16914561,-0.3183897,0.25444895,0.120055966,0.24471283,-0.15557869,0.14289358,-0.23639143,0.12819463,-0.12999469,-0.043184377,0.24554498,-0.08097035,-0.11877569,0.159765,0.12903158,-0.22647624,0.09065068,0.23719865,-0.025042301
268,Cluster 2,Rollicking,MIREX_mood,0.1520076,-0.19536261,-0.11934807,0.15684572,-0.17130879,-0.2593146,0.12161173,0.11373139,-0.19720234,0.11005967,-0.0895772,0.07638975,0.1338907,0.13897261,-0.25528884,-0.13157177,-0.25584963,-0.17501956,-0.03499292,-0.102981865,0.24822333,0.1770673,-0.2103141,-0.16984166,-0.103690036,-0.18229163,-0.17140032,-0.17960837,-0.10701932,-0.15843387,-0.24107632,-0.3416501
269,Cluster 2,Rollicking,MIREX_mood,0.13231352,-0.15654373,-0.13460654,0.14539464,-0.14991051,-0.26402116,0.12094683,0.16800258,-0.20192234,0.12070392,-0.091086864,0.08256645,0.14795114,0.12186296,-0.2624842,-0.124511056,-0.24038936,-0.15905382,-0.07654017,-0.115901746,0.24038461,0.2203337,-0.17483698,-0.1984799,-0.07262865,-0.17585194,-0.14569674,-0.20811646,-0.13235511,-0.1914541,-0.25202066,-0.30822334
270,Cluster 2,Rollicking,MIREX_mood,0.13975044,-0.17509785,-0.1397227,0.14328521,-0.16962096,-0.23610647,0.12617841,0.15384762,-0.20705158,0.12607895,-0.11064207,0.09683982,0.1591464,0.122371346,-0.25103927,-0.13047023,-0.24746576,-0.16786666,-0.058713924,-0.12754653,0.241555,0.19384407,-0.18062253,-0.2116698,-0.088799484,-0.17772038,-0.15880717,-0.20498125,-0.1513497,-0.17775138,-0.23873167,-0.29022303
271,Cluster 2,Rollicking,MIREX_mood,0.15037373,-0.13663612,-0.27622163,0.025157819,-0.189652,0.08248265,0.2744457,0.05382152,-0.25936297,0.31381303,-0.24686049,0.08587368,0.092999734,-0.16461253,-0.065373726,-0.07596183,-0.03413121,-0.107851684,0.020508401,-0.34360763,0.24496076,0.010633434,-0.15862441,-0.17871909,-0.16302973,-0.19358765,0.085764326,-0.049622945,-0.3228015,-0.118105,-0.038101017,-0.19740127
272,Cluster 2,Rollicking,MIREX_mood,0.14550322,-0.19089432,-0.10778379,0.16809204,-0.13992834,-0.27301115,0.108944155,0.12630692,-0.19909944,0.09912061,-0.064061835,0.08149954,0.13102448,0.14112636,-0.2626507,-0.14459687,-0.26253492,-0.17778139,-0.04428341,-0.10213877,0.25267678,0.20750429,-0.19201048,-0.18370023,-0.0957724,-0.18444456,-0.19478442,-0.19368088,-0.083840705,-0.17035884,-0.22145222,-0.31497583
273,Cluster 2,Rollicking,MIREX_mood,-0.09482882,0.069211364,-0.27137563,-0.15716316,-0.16139296,0.06955269,0.19535775,0.2166357,-0.07100714,0.24106401,-0.23220375,0.2706291,0.3023264,-0.06098574,-0.051124856,0.055360325,-0.059815392,0.095418975,-0.18784007,-0.1876456,0.017372776,0.16907823,0.054532085,-0.24990769,0.08075956,-0.009176743,0.2322816,-0.23024441,-0.27328357,-0.28077447,-0.17499079,-0.07464563
274,Cluster 2,Rollicking,MIREX_mood,0.13983499,-0.16051747,-0.1283867,0.1306362,-0.15611862,-0.24626619,0.12617566,0.1652643,-0.19906709,0.12481165,-0.09225949,0.09812512,0.15369734,0.12910834,-0.26455086,-0.13550766,-0.23386422,-0.15740837,-0.07177203,-0.12897134,0.24026689,0.21893793,-0.17683467,-0.21862243,-0.0572839,-0.17827907,-0.13589372,-0.20875823,-0.1207709,-0.18986756,-0.23749211,-0.317425
275,Cluster 2,Rollicking,MIREX_mood,0.13426465,-0.16524468,-0.1421668,0.13904761,-0.15578294,-0.23234162,0.12315897,0.14967388,-0.19102407,0.15292141,-0.10323702,0.10743583,0.14830606,0.110415064,-0.2616213,-0.1344184,-0.2502613,-0.16527432,-0.056368805,-0.12826678,0.24208167,0.19972791,-0.1786238,-0.21016106,-0.105061956,-0.192159,-0.14677374,-0.20162943,-0.13893059,-0.18387766,-0.23834059,-0.30380982
276,Cluster 2,Rollicking,MIREX_mood,0.12772918,-0.1713681,-0.15127423,0.12508154,-0.17533813,-0.23715903,0.13824113,0.15184224,-0.21169269,0.13112,-0.112455525,0.10154532,0.16463414,0.1263586,-0.25650936,-0.12248089,-0.2360406,-0.1628992,-0.055508766,-0.12969445,0.24289271,0.1936054,-0.18832415,-0.22350582,-0.09529723,-0.18091904,-0.1451414,-0.19795568,-0.13881227,-0.17733857,-0.22690217,-0.2991302
277,Cluster 2,Rollicking,MIREX_mood,0.1258825,-0.15902789,-0.13562119,0.12581305,-0.16325569,-0.26327384,0.11959055,0.1573675,-0.1913169,0.115551196,-0.10030768,0.11435552,0.17003754,0.14438128,-0.25581428,-0.13176768,-0.25290036,-0.14132278,-0.0635996,-0.114424795,0.23280187,0.2020341,-0.16720897,-0.20636615,-0.0687936,-0.16977915,-0.14622365,-0.22425112,-0.12819405,-0.20304652,-0.25024986,-0.3030038
278,Cluster 2,Rollicking,MIREX_mood,0.11694364,-0.16892603,-0.11149096,0.19416898,-0.12831803,-0.28164735,0.101054996,0.16942419,-0.19570471,0.11043225,-0.07034649,0.040664528,0.11119441,0.14522561,-0.2546963,-0.12409508,-0.21876545,-0.1908363,-0.07962984,-0.10390428,0.25344127,0.24830273,-0.17129634,-0.14349918,-0.06417859,-0.1628422,-0.20359375,-0.2203089,-0.10221018,-0.18112132,-0.25641254,-0.30865762
279,Cluster 2,Rollicking,MIREX_mood,0.13110885,-0.1594835,-0.15840521,0.111521356,-0.17839433,-0.23947543,0.1339377,0.14155278,-0.21942374,0.13890116,-0.12000686,0.10080594,0.1646863,0.1387016,-0.24712437,-0.12255405,-0.25437194,-0.14392117,-0.060016993,-0.12860274,0.25406462,0.1809061,-0.17971131,-0.19995692,-0.094493486,-0.19036916,-0.14580417,-0.1900209,-0.1389009,-0.2002205,-0.22443242,-0.3013995
280,Cluster 2,Rollicking,MIREX_mood,0.12587614,-0.17362355,-0.14590415,0.12924996,-0.15896556,-0.23798911,0.12983628,0.14845672,-0.19775623,0.1417073,-0.11167022,0.09178312,0.15971632,0.11099986,-0.26439694,-0.1310238,-0.23781458,-0.15358505,-0.06091414,-0.13041405,0.24000838,0.21198805,-0.18298589,-0.20184186,-0.08320583,-0.1971348,-0.14781904,-0.20650569,-0.14580557,-0.18778461,-0.23014458,-0.30467364
281,Cluster 2,Rollicking,MIREX_mood,0.12450627,-0.14844112,-0.14481787,0.12167471,-0.14919056,-0.23660539,0.12805688,0.1624606,-0.19626024,0.12000368,-0.10455764,0.11863882,0.16761807,0.13158499,-0.24901469,-0.120448224,-0.2423823,-0.15334052,-0.083044454,-0.13664602,0.23655513,0.21170494,-0.16553998,-0.25038525,-0.0715673,-0.15567026,-0.14208534,-0.21298204,-0.12196136,-0.20540422,-0.2481266,-0.30587584
282,Cluster 2,Rollicking,MIREX_mood,0.13197976,-0.16167362,-0.1523271,0.14378537,-0.14952035,-0.23579974,0.1372583,0.15384825,-0.2056603,0.12575093,-0.11247635,0.07701535,0.1563468,0.12380032,-0.24179788,-0.12248194,-0.23744926,-0.16076726,-0.06880227,-0.13585493,0.25568512,0.22528593,-0.17227657,-0.21864879,-0.08152862,-0.16524024,-0.14705384,-0.22420786,-0.1321714,-0.1752256,-0.24611065,-0.2975647
283,Cluster 2,Rollicking,MIREX_mood,-0.18601017,0.12335333,-0.25762337,-0.14444892,-0.12047498,0.16980809,0.15201882,0.16753282,0.026637742,0.19738275,-0.22508404,0.21400821,0.22583526,-0.20196739,0.08010629,0.11741763,0.046403293,0.1518953,-0.17247619,-0.16556177,-0.041631714,0.12908936,0.13203123,-0.13586974,0.21058728,0.13780077,0.32277825,-0.23428386,-0.29265586,-0.22748321,-0.15237059,-0.024430174
284,Cluster 2,Rollicking,MIREX_mood,0.13398562,-0.16309932,-0.12310294,0.14910828,-0.15513796,-0.25325757,0.119990624,0.15484701,-0.19352128,0.10933956,-0.09155655,0.09161874,0.15038082,0.14885306,-0.26114535,-0.13558334,-0.2328396,-0.1705743,-0.070367046,-0.120154016,0.23780163,0.21836711,-0.16932309,-0.20697722,-0.080664024,-0.15792994,-0.1650838,-0.21987912,-0.12136549,-0.18811643,-0.2487562,-0.3105731
285,Cluster 2,Rollicking,MIREX_mood,0.13772054,-0.18048933,-0.16120045,0.13476832,-0.16582197,-0.22890921,0.1363724,0.12731603,-0.21607688,0.14928919,-0.10096892,0.08624343,0.15490103,0.10096566,-0.2461089,-0.1257288,-0.24810098,-0.16243824,-0.061551366,-0.14058998,0.25441933,0.20939468,-0.1922317,-0.19711037,-0.108086884,-0.17978212,-0.1464094,-0.18821624,-0.16431098,-0.1792283,-0.22089526,-0.29626727
286,Cluster 2,Rollicking,MIREX_mood,0.12319536,-0.16641219,-0.20420243,0.40763217,-0.058940865,-0.1321265,0.163165,0.09374117,-0.23462665,0.18706143,-0.1243143,-0.20953375,-0.12159995,-0.05495691,-0.02408407,-0.0377312,0.034931596,-0.30744177,-0.02192492,-0.20004976,0.3467822,0.1941358,-0.10139489,0.13277724,-0.024165202,-0.13215366,-0.16430898,-0.102719285,-0.14665705,-0.05094217,-0.19959526,-0.28649178
287,Cluster 2,Rollicking,MIREX_mood,0.12456436,-0.16068727,-0.14157858,0.12424555,-0.15906332,-0.23116538,0.12776877,0.15944408,-0.20242463,0.14117779,-0.10940716,0.114812575,0.1621012,0.12542881,-0.2595621,-0.12507981,-0.23427556,-0.15662928,-0.07989124,-0.13379452,0.23952742,0.2087979,-0.1695525,-0.22606948,-0.07432293,-0.17609558,-0.1421586,-0.20193431,-0.14596434,-0.19795902,-0.24366994,-0.29949197
288,Cluster 2,Rollicking,MIREX_mood,-0.09626645,0.10950551,-0.2616297,-0.20791464,-0.14502531,0.34557807,0.2204458,0.035800263,-0.03007155,0.26221576,-0.2574713,0.20912692,0.13774805,-0.2727651,0.16937311,0.13270958,0.1547814,0.12167646,-0.0828364,-0.20716184,-0.05157596,-0.065351166,0.10061477,-0.11439191,0.04183097,0.056347873,0.34204507,-0.035012495,-0.30965057,-0.10510358,0.031184584,0.08739882
289,Cluster 2,Rollicking,MIREX_mood,0.14383371,-0.16908854,-0.13135627,0.13985166,-0.1572983,-0.24240078,0.13094983,0.14481628,-0.212692,0.11809013,-0.09612749,0.08493068,0.15176176,0.13773082,-0.25700507,-0.13064112,-0.23618968,-0.16127478,-0.071772516,-0.12561218,0.25608167,0.19601677,-0.18624996,-0.22160912,-0.09403353,-0.18332578,-0.15920535,-0.19637801,-0.12848876,-0.17214693,-0.23895851,-0.30232292
290,Cluster 2,Rollicking,MIREX_mood,0.13610345,-0.16846347,-0.12134642,0.15180539,-0.15736552,-0.25338462,0.11351076,0.15493447,-0.21011697,0.11159793,-0.093497954,0.074676394,0.14791106,0.14291161,-0.25806072,-0.119331144,-0.24488284,-0.16968682,-0.070966184,-0.10232712,0.24320963,0.20271346,-0.18274777,-0.19627056,-0.08437608,-0.18358622,-0.17990729,-0.20105694,-0.121781416,-0.19754449,-0.2386413,-0.30750945
291,Cluster 2,Rollicking,MIREX_mood,-0.012231688,0.027806247,-0.18023403,-0.010303718,-0.051187124,0.35553613,0.15567744,-0.15689813,-0.115574725,0.23640062,-0.20628726,-0.12287954,-0.17925185,-0.33971465,0.26985607,0.11314732,0.2865701,-0.054261,0.11368317,-0.18425116,0.104922585,-0.18706365,-0.0035263216,0.19343789,-0.037643537,-0.093262136,0.16487876,0.182578,-0.23439568,0.14024624,0.24699612,0.08322585
292,Cluster 2,Rollicking,MIREX_mood,0.1244714,-0.16053554,-0.15828338,0.120075226,-0.16522628,-0.25826144,0.12894443,0.15059243,-0.20645043,0.13630748,-0.1000347,0.09175821,0.15181586,0.13016762,-0.25405025,-0.12155269,-0.2510928,-0.15180185,-0.057665057,-0.12032925,0.25690013,0.20410998,-0.17286125,-0.1955942,-0.08843671,-0.17673494,-0.17280987,-0.19725117,-0.11897058,-0.19706495,-0.23906405,-0.29893732
293,Cluster 2,Rollicking,MIREX_mood,0.13812023,-0.17665553,-0.13246122,0.13221748,-0.16323976,-0.24663927,0.12505129,0.13127472,-0.20024626,0.12256287,-0.10248472,0.10030481,0.15205109,0.12662008,-0.26588604,-0.14097631,-0.2664272,-0.15412982,-0.05389479,-0.1179353,0.23308676,0.18996519,-0.18793507,-0.19382618,-0.09120963,-0.20132829,-0.14271879,-0.1949019,-0.117756784,-0.18264288,-0.23254628,-0.32490772
294,Cluster 2,Rollicking,MIREX_mood,0.11827716,-0.15255958,-0.13035053,0.12788916,-0.1458676,-0.273323,0.11461098,0.1583863,-0.18257833,0.11915769,-0.08156542,0.106726974,0.15020704,0.14031911,-0.25565624,-0.12648958,-0.25039142,-0.15149434,-0.06891877,-0.10390287,0.24920386,0.22168767,-0.17196043,-0.20777535,-0.085424826,-0.16218495,-0.17322563,-0.21271496,-0.10047416,-0.2044309,-0.26081142,-0.30339655
295,Cluster 2,Rollicking,MIREX_mood,0.12277414,-0.15954019,-0.16239409,0.112821996,-0.17268823,-0.21889177,0.13331516,0.14418831,-0.2055056,0.14065133,-0.11517495,0.121064946,0.16787922,0.11380752,-0.2437948,-0.12405333,-0.24315491,-0.14931181,-0.058803376,-0.13577767,0.2438955,0.21412016,-0.170147,-0.2198029,-0.0730079,-0.16787599,-0.14295264,-0.20989147,-0.15467963,-0.20450483,-0.2448835,-0.2975748
296,Cluster 2,Rollicking,MIREX_mood,0.14841726,-0.1814837,-0.14312841,0.14536034,-0.15594421,-0.2363246,0.13520588,0.13081272,-0.19646555,0.11984081,-0.103159465,0.08992664,0.15680154,0.12251012,-0.2568145,-0.13906926,-0.2508382,-0.16605207,-0.06580201,-0.122441754,0.2491793,0.19621275,-0.18523578,-0.20503046,-0.096034065,-0.18892963,-0.15299971,-0.19658104,-0.12121183,-0.17995435,-0.23189178,-0.3109779
